	LEV
  أرنب سأل أرنبة  شو بتشتغلي  قالتلو منزل  قديمة كتير بس مهضومة 	LEV
بس هسى صرت عادي غيابك يشبه وجودك	LEV
  أرنب سأل أرنبه شو بتشتغلي قالتلو منزل 	LEV
منيح مع سلطة 	LEV
  أرنب سأل أرنبة شو بتشتغلي قالتلو  منزل	LEV
شو الحل مع النعس يلي انا فيه 	LEV
 مرة ارنب عم يسأل ارنبة شو كنتي تشتغلي قبل قالتلو منزل  	LEV
بكره بنشوفك قديش بدك تجيب  يا بني فش اشيء سهل 	LEV
يا سيادة الرئيس الله يلعن الي حطك شو اهبل بهدلتو لبنان ما عاد النا وج نقول نحنى لبنانيية	LEV
  تركت كل حاجه وقارنت صوت هون اخشن من صوت سوهو يالله   	LEV
ياالله شو حلو 	LEV
شو الأسوأ من أنه الواحد يكون عميل واطي أنه يكون عميل واطي و يتمردح تحت الإجرين و ما حدا يعبره خمسهعبيدصغار	LEV
  أرنوب سأل أرنوبة شو بتشتغلي قالتلو  منزل شكيب	LEV
انت فاهم شو بتحكي ولا بس تخبيص	LEV
هلأ محمد عباس بخلص كلمته و بيتصل بنتنياهو يقلو شو عجبتك	LEV
الزحلاوي مو منيح قبل الأكل 	LEV
القمهالعربيهشو بدكن يطلع من هيك شعب فاضي و فارغ عّم يضحك على رئيس جمهوريتو يلي تخطى الثمانين سنة يا عيب الشوم	LEV
 مع سؤالي لمدير المهرجان جان يقول ثقافة المكان وماعرف شو يعني برر المنع عاد قلت المهرجان لو يكون مفتوح للجميع احسن	LEV
مشجعين اليوفي مضحكين  انت اصغر من انك تنتقد ميسي مشان هيك مارح رد عليك	LEV
اللي وصلني إنه إشاعه وبس قاعدين يفعلون عشان اللي يسرعون بين الرادارات والله أعلم شو الصحيح للآن تغيير الشواخص مكلف	LEV
بليز ما تنسوا تشربوا كولا دايت عشان المنسف دسم   القمةالعربيه	LEV
بطاطا و ناجتس وحبه بندوره فقط لا غير 	LEV
 شوبك انت ليه ماتحلي عني	LEV
  قمة الكياتة و الحلاوة ما بكفو الحروف مشان احكي عنك ندمت انو ما عرفتك من زمان قلبك احلى منو مافي بحبك كتير الله يسعدك ️	LEV
غريب بعض المغردين عاملين من وقوع عون قصه  انه اي شخص بيوقع كبير صغير شاب ختيار امرأه  رئيس  موظف  وزير  مابدها هل الدراما	LEV
  بخصوص جدل سفنتين هذي ال كارات حابه توضح شوء الفهم  	LEV
يعني ميشال عون سقط حادثة وبتصير زلمي ختيار  اللبنانية يلي من جماعتو ليش عميتهجموا على العالم 	LEV
  تلاميذ البطيخي على قناة الجزيرة محتفون بقمة بدنا مصاري يا زلمة في البحر الميت آه وإلا المهم جلالة سيدهم يبلبط بالمصريات وي	LEV
شعب مستواه بالأرض يا عيب الشوم عنجد  حمدالله ع السلامة فخامةالرئيس ميشالعون	LEV
  بتذكر شو حِكيوا عليا لما نطّرت وإنت نسيت  وصار الشتى ينزل عليا وإيچى الصيف وإنت ما چيت	LEV
سماع شو بدو هاد مارك  تعا قلو نحنا اخوة من اكتر من  سنين	LEV
  مشكلة رسالة الرؤساء الخمسة للقمة العربية انو ما حدا من الحاضرين بالقمة بيعرف  شو يعني رؤساء جمهورية و حكومة سابقين مفهوم غر	LEV
  قمة بدنا مصاري يازلمة لمكافحة الإرهاب تعقد في البحر الميت برعاية حفيد إلزابيث وبحضور حفيد مردخان لو كانت لدعم غزة هل سيس	LEV
مربربه بدى كلب جاد يفوت عالشات تبعى هون  متزوجه فحوليه  جنس 	LEV
عشان لسه ما شبعنا مصاري و عشان احنا شعب بحب الترفيه 	LEV
و اتكتم احسن عن نص الشباب 	LEV
عن شو ناتج هيدا الشي  ممكن يكون تفاعل كيماوي مع الادوية  	LEV
شو بحب اديه انك مهني وانساني وانك دايما بتعرف تفصل وتحط الاعتبارات الشخصية ع جنب فخورة انك صديقي	LEV
لولماكنفيغزه خلونا منطقيين شو فيها غزة نتمسك فية  اعمارنا واطفالنا بتظيع قدام عينينا والسبب لعنه غزة 	LEV
  دعوا السياسة جانباً  تحلوا بالانسانية قليلاً عمى بقلبكن عمي شو شعب وسخ  اي بتستاهلو يلعنو اختكن السياسيين  هيك شعب خرا	LEV
أغنية كرمال النسيان كانت آخر أغاني ملحم بركات نزلت بعد وفاتهم ألف نور ورحمه لروحه	LEV
لو بتزحط انت ويلّي متلك شو كان عا بالنا	LEV
ويلك شو هاظ اللي بتكوله	LEV
يعني مثل مالت عليك او سنحك مالها دخل بالعين تطرقك 	LEV
  انتوا شو ينقصكم  اللي تحسه بدء يتكبر عليك سحب عليه حبيبي	LEV
نفسي افهم شو متعاطي قبل ما يكلعطنا بكلمته  	LEV
خلونا نتفهمن ونعمل حالنا سياسيين  شو بتتوقعو يطلع من القمة العربية هالمرة	LEV
تطبيع ولا شو هاظ 	LEV
قلبي في ايدك حبيبي دير بالك دير بالك	LEV
  من يوم يومي ما بطيقها و الناس بتشهر فيها عأساس بتمثل الاردن مش عارفة ع شو  اصغر طالب اعلام بعمل اللي بتعملو هي و زيادة بس	LEV
حياة قلبي ما احلاهم لما بيكونوا مع بعضهم يا الله شو بحبكم وبموت فيكم 	LEV
أنا بس أدخل المحاضرات عشن أطلع منها مزكمة 	LEV
شو تعثر تطربش ربما لن يقوم بعدها 	LEV
انا ماعرف شو يعني 	LEV
اليوم كان نشاط بالتخنيون والنشطاء الي معي عرايهن انو بشرح كتير منيح 	LEV
شغله متل هيك بتبين شو اصل واخلاق الشخص	LEV
كالوري ه والمقالي شو وضعها 	LEV
شو الحكمه  نقصوا  بس قبل نثبت على  	LEV
اخيراً جيت كنتاكي حارتنا ️ زمان عنه  بس والله يا الرياض حر و متغيره كثير   	LEV
انا عندي نفس المشكله بس جربت ادخل بحساب اخوي استوى وجربت اكثر من حساب ويستوي بس حساب لاء شو الحل بليز	LEV
  التفاهة بعيد عنك الي كبر وعاش يلهث ورا الموضة في الشكل واللبس والكلام  ليش مستغربين يلاحقوها ف النكد 	LEV
مع إني مقتنع بكاملي إنو القمّة العربية زي اللي بينفخ بـ قربة مخزوقة وإنو اللي بيصير مُجرّد حكي جرايد  بس يااخي سوريا شو عنوانها إلكم  	LEV
يلي بيحبك رح يضل يحبك ولو شو ماساويتي وانا من جهتي رح اضل بعيلتك لانو انتي كتتير طيوبة وبتحبي	LEV
شو متوقع من شعب ما شاف من عهر القمة العربية غير وقعة رئيس بلده الرجل الثمانيني وبلش مسخرة   كرمال هيك شعب مدعوس ومتل خرى البقر ل ورا 	LEV
اتلولحي يا دالية اتلولحي عرضين و طول  اتلولحي منيح لأن من ورا هالقمة مافي شي مفيد القمةالعربية	LEV
يسلملي قلبك شو رقيقه	LEV
شو مُمكن نّشرب العرب عشاآن يصحو ويتذكرو فَلسطين؛ وسوريا والعراق واليمن  القمهالعربيه	LEV
  أرنب سأل أرنبة شو بتشتغلي قالت له  منزل	LEV
شو كانت حلوه الليالي 	LEV
بلعونها ما ضل برد لانه الجو بلش يدفى 	LEV
نيالك شو عبالك 	LEV
  ارمله  شو رايكن ام للتواصل معى سوي رتويت ️ براسلك الحين كبيره خبيره خرق 	LEV
شو نوع العصير اللي قدام فخامته   	LEV
اه يا حلوه ياللي نستيني  عمرك ما عرفتي شو اللي كان علي بالي زمان	LEV
ياهيك القمم يابلا بس ياريت نعرف شو عم يحلمو 	LEV
حكمة لبنانية   اذا فات الحكي شو بيفيد البكي حكمة خليجيه الحديد يذوب والحمار ما يتوب أنا أشوف مالتنا أقوى  وايد قويه 	LEV
اذا بدك تتكل على شعبنا ونحنا مين متل ما عم تشوف كوارث بالتجريح والانفعالية بلا طعمة	LEV
العيب مش انو الرءيس يسقط العيب انو العرب يحطو رؤساء اكل الظهر عليهم و شرب يحكموهم بينهم و بين القبر خطوة شو الحكمة انهم يجيبو	LEV
أنا مابعرف شو القصة بعرف انو نزلتو عالدرجة التانية فقط 	LEV
ألو مرحبا هيني في الدار بدّك اشي  بدي رقم جوّالك سجلنا أدوية ثلاث طيب ليش ما حكيتي لسّا ما دفعت قسط احكي للدكتورة هينا مجموعة مشان تنزلنا	LEV
شو مين ماخذة  رجل من  روديوم مقنطر بال  تكنيشيوم	LEV
  المدير المالي اللبناني في إحدى الشركات بالرياض  بعد تأخير رواتب  شهور للموظفات ومطالبتهم للرواتب يقول شو بدمكم بالر	LEV
طب كلي هوا وشي تاني 	LEV
صحيح شو غريب احساسي بحبك️	LEV
شو اخباره تزوج ولا بعده بطالي	LEV
لك طلاب الطب إذا هم صار معهم اشي ما بعرفوا شو لازم يعملوا	LEV
  ايام كئيبة وتقيلة وكابسة علي نفس الكل  يارب هون يارب زيح الهم	LEV
ايش ياعلا شو ردك ع هالبوست	LEV
  واعملو فولو لمستر وحيد  زلمة عميق وسياسي محنك ورجل المعارك الأول  	LEV
 كتبت هون  ما بحب احكي لحالي  لايكاية زغيتورة تكفيني 	LEV
ألو مرحبا معك غدير أنا محتاجة حدا يشرحلي دراسات في حدا ممكن اه في بنت معها فلاشة بتشرحلك اياها شو اسمها اسمها آلاء مدراج أخدتها زمان	LEV
