	NONLEV
  عود صدك تركيا قصفت وانتهكت السياده اشو لأحس لا نفس زين الشعب نايم انتوالمغردين هم نايمين لومنتظرين امر يجيكم من خارج الحدو	NONLEV
اها شكراً كلش وأخيراً عرفت 	NONLEV
  لا عبالك انت الحين ماسك جو الصياعه كلش غلط حتى مو رجوله	NONLEV
 مسوي زاحف انك غايب ولا كيف	NONLEV
  حبيت أنا امسي ولا عندي كلام مير اشوف الشوق يمك ساقني ان كان ماتبغى تسولف بالغرام متى ماحبيت تسولف لاقني 	NONLEV
انا اذكر بيـك كلشي و كل شي بيا يصيح ابد ما مشتبه هوه انتا هذا انتا ️	NONLEV
 دالاحظ اكو اشياء مشتركة بيننا  اعتقد اكو مجال احبج ان حطيت فكري بيج وحاولت بقوة	NONLEV
وربي محب محب كلش	NONLEV
اسبوع زاحف اكيد	NONLEV
العمر خلص امشاجر كلف شجره وشنو التم بحياتي شخلص شجره يموت الطير اذا ماشاف شجره بقفص حطني 	NONLEV
  عباس عينك عالحشد بجاه العقيله ارعاهم عدهم عوايل تنتظر جيتهم وملقاهم 	NONLEV
احتمال اليوم التصريحات تكون بشكل مميز لأن اليوم يومهم  ولو هما يومية هيج عرفتوا قصدي غير 	NONLEV
تعال علمني الخطا وشهوله صدك كذا والله ما يرضيني  ٓ عندك حكي ودك تقوله قوله  لا تذخر الكلمه وهي تعنيني	NONLEV
بسم الله كلشي شمر شمر 	NONLEV
 عندك صوره  اللي اذكرها ماكانو لابسين بيج و معاهم المازم  وأظنها  بداية الأم بي سي	NONLEV
هل الفتره صج احس احد داعي علي كلشي ع بعضه يجي 	NONLEV
ولانو الحياه ملونه وفيها من كلشي بيحقلنا نحكي عن اشيا كتيره وما في حدود لشي إلا مخافه الله ♡ 	NONLEV
هو اني هم راح اسوي هيج اتعلم وحدي  بس اني اريد دعم من الناس واني اسم قناتي على اليوتيوب 	NONLEV
  ترا السعوديين حادين سنونهم ع اللعبة شجعوا منتخبنا شبيكم بلكت ترتفع معنوياتهم نظهر بوجه ابيض عالأقل  العراقالسعودية	NONLEV
عود الله بلخير ياقوم    ماعرف ليش اشتاقلكم لدرجه لو تـطلبون اعيـوني  ما انطيكمياهن ـ  يردوني اطيهم 	NONLEV
  كلشي يتفرج وحلقة رائعة	NONLEV
 خربت والله ي ضيدان تقول كاني يمك 	NONLEV
لان بس اكبر اصير نسختها هاي كله تاثير السناب اليوم لا تتفاجا راح تشوف هواية هيج سنابات 	NONLEV
كلشي بيد ربك	NONLEV
منو كاعد يحجي بسمي	NONLEV
والله شما اشوفك بايك هوه	NONLEV
تو ابتدا موعد حنين ضلووعي والحزن قبل انه يجيني بلش انا ذبحني في غيابك جووعي ليتك تجي و اكلك لبي كلش	NONLEV
انت اشكد اتخمن  أن بقائنا في الآخرة أطول لو بقائنا في الدنيا أطولمن خطب الجمعه للسيد الشهيد الصدر تغريدةعراقيةللصدرالحبيب	NONLEV
يمك عشت لحظات  م تنسي هيهات تركن جرح واهات ليهسه بيه	NONLEV
الحمدلله على كلشي  الله امين	NONLEV
فاتح تويتر باش نعبر عن ما في داخلي و نغير جوي  مانبيش منك تقيمني وﻻ نقيمك	NONLEV
كتب الصديق الصفوي علاء كاظم العراقي في صفحته على الفيس بوك چانت عدنه مناسبة بالبيت وحبوباتي كلهن ملتمات عدنا 	NONLEV
  اوج اوج شكد كيوت عمو اسامه 	NONLEV
الفهيد ضايج صدره عبروه خلوه يتجلم شوي يزين حفلكم البارد	NONLEV
وش ذي العادات والتقاليد ليش ماعدكم شوفة شرعيه قبل الزواج االشب يسال البنت يتفق معها وهي عند اهلها 	NONLEV
لمن يتغير اسلوبي معاك مو معناته انا متغيره عليك كلش ماله شغل بس شوف تصرفاتك وشوف نفسك شسويت عشان انا تغيرت عليك	NONLEV
مو شرط كل العلاقات لازم تكون حب فيّه شي أسمه علاقه روحانيه مجرد مايكون هالشخص يمك ترتاح 	NONLEV
حجي فاضي تتساعد 	NONLEV
ونص يقولون باوع طالع شوف	NONLEV
  ابي اغيّر كلشي بحياتي	NONLEV
الدحيح زاحف الترم الاول سيبنى ابوس ايدك 	NONLEV
احسس المفروض شي احلى من ليش الزين  	NONLEV
كلشي فاهمينه غلط ويعع 	NONLEV
بتبقى سري الحلى بتبقى انت ورا كلشي اكتبه	NONLEV
ه صوت قوي واجد  مالهم حل 	NONLEV
  ؛  ادري وحشتك لو تكابر بـ صدك وادري خيالي ما يفارق خيآلك  وادري حنينك صوب قلبي يحدك حتى في بعادي مَ تركتك ﻟـحالك ؛ 	NONLEV
غردليشعر يا زمن  الم كفاك ما اخذت مني و بعد شتريد دخيل ربك  	NONLEV
طلبت من ماك فرع عفيف بيج ماك وعطاني عادي 	NONLEV
بيج الانترنت مو مقصر معنا بحقها	NONLEV
لا هذي عراقيه اخذ تجاربها لان فعلاً مزه ويجنن كلشي قصيت حسابها لانها وسخه 	NONLEV
الروح بيك تموت واحش عيوني موت لك والله خطيه ماتحس انته بيه  ياخوف قلبي يوم تنساه وتعوفه️	NONLEV
تملئي قلبي بالفرح 	NONLEV
كل يوم اكل رزالة من امي لان ملابسي بس سود 	NONLEV
هاذا اللي يصير لين الديره تصير متروسه بناس يبوقون ولا يحالون يطورون البلد تقتلون كلشي فيها	NONLEV
كلش مو لازم تطلعين فيها	NONLEV
  معاك يتوّرد كلشي حولي 	NONLEV
وإكّمن كلوا آذااك قررت تعشق ملاك  يالي عشقت الملاك  حتي الملاك صدك	NONLEV
  السواتر والحرب تعرفنه زين طابعين اجدامنه بخدهن وشم عدنه مثل العافيه الطك والرصاص  الما اله موقف لايكول مضحي بزلم  حشدابو	NONLEV
حين تضرب مجاعة شعب دولة إسلامية عربية أو كارثة طبيعية أو خلافه الأولى أن يتبرع أولا أصحاب رؤوس الأموال الكبيرة والحكومات كلش على المواطن	NONLEV
كلشي ضدي خير سلامات	NONLEV
كلشي بيكون صحيح ياصديقتي	NONLEV
- حِبو الحْياة وْ حِبو حالكُمْ وإتقبلو ا كلشي بصير معكم خارج حدود رغباتكم بْشِكل إيجابي  	NONLEV
عيون بطرانه يمك وترمش 	NONLEV
كلشي نكد بيجي مع بعضو	NONLEV
علشان الفلجه اللي بنيابك اغاتي ه	NONLEV
بعد شتريد أسويلك شمعة بليلي أضويلك	NONLEV
  مو متعود اشوفه مشخص كلش بالسروال والفنيله 	NONLEV
تعبان ضايج مختنق من قلب	NONLEV
أكره الناس إلي دگولي ليش تحبين الأسود ليش هيج ملابسج لبسي وردي أحمر ألوان  نفهه بيها حياة انتو شعليكم اصلاً الأسود هو الحياة	NONLEV
يا اختي العراقيةاذا الخلطه السحريه تارسه وجوهجن شلون راح يصير هيج	NONLEV
  بما ان الضوجه تقره الف و نكول صحالنوممعصوم احب اعرفكم على الدبكه التركمانيه  لأهل كركوك من القوميه التركمانيه  	NONLEV
والله توكيو غول احس كلش مو قد المدح الي عليه	NONLEV
 اي والله امري لله ابقى كاعد لساعه   اجه زين ما اجه الف راسي وانام 	NONLEV
حياتك لا لا كلش ولا فقرة المعيدي تنلغي	NONLEV
أهلا عادل احجزلي مكان يمك	NONLEV
لاا بيج ناوو عسب اكفخج بعدين برقد	NONLEV
كلش م فيه احساس	NONLEV
  عدنه بس اثنين جابن  من بعدهن لا تعد الكعبه جابت حيدر النه  و النجف جابت حشد  صباحالخير  رايكبالحشد 	NONLEV
خطيه شال وجهه  بس شوفو شنو مسوي المواطن	NONLEV
اوعى يا بدرى لا اوعى مخك يوزك على قمر دا بيج  بلاش  	NONLEV
ابجي واسأل ضنوني  دمع شيرده لعيوني اذا طاح	NONLEV
  تعال يا قلبي ترى القلب مشتاق والشـوق يمك يا غناتي دعاني	NONLEV
  شكد غشيم الكاعد يسولف وراي  والله باجر يركض يدور رضاي  انه مثل النهر انشف مااموت باجر الله من السما ينزلي ماي 	NONLEV
انا اقول اللون بيج مايل للابيض	NONLEV
فعلاً كثر كلشي واحشنـيّ	NONLEV
انا علمته يفرح جدام الحزن  وهو علمني ابجي ع فراقه 	NONLEV
 حيوانات ماتصيرلكم جاره شكد مانكف لسانه ونكول خلي يعوون تزيدون بنباحكم ياكلاب وهذا احسن اسلوب للرد عليكم	NONLEV
حبيت وعشقت واغار واشتاق واتهاوش بس منهو هالشخص مدري   الخيال الوسيع كلش مو زين 	NONLEV
  أحب أنوه عليكم وأذكركم إن راس مالي من هالحياة الصلف هو هالصديق  شعرة بوسط صلعه  كلش إلا هو  أخاف عليه خوف الليالي السود	NONLEV
 من تضوج اتقصد ادز اشياء محلوة حته تضحك او هيج شي اصلا ماحب الشعر الشعبي	NONLEV
والله لعام لي فات فاش كنت ف لافاك كنت خرجت مع الستة ماكان والو مع التمنية الصباح نايض الشجر  والنخل و الورد كلشي بقا كيتعجب	NONLEV
همه لو زلم صدك والله جان حاربوا اليهود ويحررون فلسطين ويطردون قواعد امريكا وبغل 	NONLEV
شبيك تهبط برشا ستاتيات عل - نكتب فيهم على حيط داركم   - لا -قتلك نسنس عليا  - لا - نكتب 	NONLEV
يبقى جمال العيون فوق كلشي	NONLEV
اي اريح لان مالها فايده كلش 	NONLEV
الله يزيد النعمه شكله ما يشهي كلش	NONLEV
 مسؤل عن كلشي بيعملو  وانا حُر 	NONLEV
حبيالكحشداوي اموت على مدريد لان لعبهم كلش حلو وبشرف لذالك اگل الراموس ورونالدو احبكم حب حشداوي	NONLEV
و هم اغبياء الشيعه كلش طلعو و شنو علاقتنه في داعش	NONLEV
مكابر وشايف روحي كلش هواي  وبس يجي أسمك  جرحح ألقى بأحساسي 	NONLEV
 ماتعتبر اخطاء لما ترسم بس لما تلون لازم يكون كلشي نظيف	NONLEV
الامفي يجنن والاغنية تجنن واصواتهم تجنن وايرين تجنن ولبسها يجنن والحلو اللي معها يجنن كلش يجنن والله 	NONLEV
هاي ليش هيج ليش   	NONLEV
